Station,dist_to_stream_km,dist_to_nenana_km
1535,0.3289284065165834,0.3289284065165834
1536,0.33197086796624214,0.33197086796624214
1537,0.33606990901683265,0.33606990901683265
1538,0.3418523247511683,0.3418523247511683
1539,0.34737149292188846,0.34737149292188846
1540,0.35093843809715447,0.35093843809715447
1541,0.3545382414814146,0.3545382414814146
1542,0.3585158312125853,0.3585158312125853
1543,0.36229517788347193,0.36229517788347193
1544,0.3668560882485889,0.3668560882485889
1545,0.37090299925819,0.37090299925819
1546,0.37493807184078587,0.37493807184078587
1547,0.38005031220090385,0.38005031220090385
1548,0.38212717846349187,0.38212717846349187
1549,0.3859420376411642,0.3859420376411642
1550,0.38770687845239804,0.38770687845239804
1551,0.39076953696155375,0.39076953696155375
1552,0.3917092032668216,0.3917092032668216
1553,0.3927768391656026,0.3927768391656026
1554,0.39312643391883517,0.39312643391883517
1555,0.3942547845025138,0.3942547845025138
1556,0.3964503611891791,0.3964503611891791
1557,0.3980830370253893,0.3980830370253893
1558,0.4091028519230977,0.4091028519230977
1559,0.41487040657373553,0.41487040657373553
1560,0.4204913855748894,0.4204913855748894
1561,0.42478892136743324,0.42478892136743324
1562,0.429709128120555,0.429709128120555
1563,0.4340954982359819,0.4340954982359819
1564,0.4386595356878227,0.4386595356878227
1565,0.4432870435026749,0.4432870435026749
1566,0.4471408470788297,0.4471408470788297
1567,0.4506648522984343,0.4506648522984343
1568,0.4543871712502798,0.4543871712502798
1569,0.45820162760331123,0.45820162760331123
1570,0.4681823126228396,0.4681823126228396
1571,0.4775761447667827,0.4775761447667827
1572,0.48630048712239865,0.48630048712239865
1573,0.49378459375339695,0.49378459375339695
1574,0.5005927343246513,0.5005927343246513
1575,0.5060307906182133,0.5060307906182133
1576,0.5153802187171019,0.5153802187171019
1577,0.523152987309816,0.523152987309816
1578,0.5311049229970446,0.5311049229970446
1579,0.5400675011753852,0.5400675011753852
1580,0.5563096385758731,0.5563096385758731
1581,0.5729692404995697,0.5729692404995697
1582,0.5905991483903755,0.5905991483903755
1583,0.6076164859761336,0.6076164859761336
1584,0.6281185232426764,0.6281185232426764
1585,0.6565517617665058,0.6565517617665058
1586,0.6834244479545927,0.6834244479545927
1587,0.7097477790114941,0.7097477790114941
1588,0.7341905693231642,0.7341905693231642
1589,0.7214949641669413,0.7214949641669413
5510,0.18860491191092235,0.18860491191092235
5511,0.6585903711883416,0.6585903711883416
5575,0.4050173231754207,0.4050173231754207
5900,0.8099921991762118,0.8099921991762118
9211,0.4129212630867815,0.4129212630867815
